Date,Time From Epoch(S),Distance(CM),Deltatime(S)
Wed Jan  6 12:03:02 2021,1609963382.708835,1207.99,0.07043671607971191
Wed Jan  6 12:03:03 2021,1609963383.7842934,1207.83,0.07042741775512695
Wed Jan  6 12:03:04 2021,1609963384.8594503,1207.851,0.07042860984802246
Wed Jan  6 12:03:05 2021,1609963385.9353182,1207.867,0.07042956352233887
Wed Jan  6 12:03:07 2021,1609963387.0111349,1207.798,0.07042551040649414
Wed Jan  6 12:03:08 2021,1609963388.085719,1207.569,0.07041215896606445
Wed Jan  6 12:03:09 2021,1609963389.1617901,1207.642,0.07041645050048828
Wed Jan  6 12:03:10 2021,1609963390.237891,1207.589,0.07041335105895996
Wed Jan  6 12:03:11 2021,1609963391.3140383,1207.43,0.070404052734375
Wed Jan  6 12:03:12 2021,1609963392.3900177,1207.282,0.07039546966552734
Wed Jan  6 12:03:13 2021,1609963393.4651654,1207.405,0.07040262222290039
Wed Jan  6 12:03:14 2021,1609963394.541313,1207.413,0.0704030990600586
Wed Jan  6 12:03:15 2021,1609963395.616768,1207.274,0.07039499282836914
Wed Jan  6 12:03:16 2021,1609963396.6317937,154.433,0.009004831314086914
Wed Jan  6 12:03:17 2021,1609963397.708129,1207.34,0.07039880752563477
Wed Jan  6 12:03:18 2021,1609963398.7832341,1207.201,0.07039070129394531
Wed Jan  6 12:03:19 2021,1609963399.8594983,1207.123,0.07038617134094238
Wed Jan  6 12:03:20 2021,1609963400.9360135,1207.119,0.07038593292236328
Wed Jan  6 12:03:22 2021,1609963402.0123365,1206.976,0.07037758827209473
Wed Jan  6 12:03:23 2021,1609963403.0866446,1207.074,0.07038331031799316
Wed Jan  6 12:03:24 2021,1609963404.162474,1207.106,0.07038521766662598
Wed Jan  6 12:03:25 2021,1609963405.2369943,1206.918,0.0703742504119873
Wed Jan  6 12:03:26 2021,1609963406.311668,1206.898,0.0703730583190918
Wed Jan  6 12:03:27 2021,1609963407.386154,1206.734,0.07036352157592773
Wed Jan  6 12:03:28 2021,1609963408.4608624,1206.894,0.0703728199005127
Wed Jan  6 12:03:29 2021,1609963409.5356476,1206.689,0.07036089897155762
Wed Jan  6 12:03:30 2021,1609963410.6104457,1206.738,0.07036375999450684
Wed Jan  6 12:03:31 2021,1609963411.685331,1206.8,0.07036733627319336
Wed Jan  6 12:03:32 2021,1609963412.760421,1206.51,0.07035040855407715
Wed Jan  6 12:03:33 2021,1609963413.778128,223.968,0.013059377670288086
Wed Jan  6 12:03:34 2021,1609963414.8114214,491.504,0.02865910530090332
Wed Jan  6 12:03:35 2021,1609963415.8861852,1206.146,0.07032918930053711
Wed Jan  6 12:03:36 2021,1609963416.9612007,1206.657,0.0703589916229248
Wed Jan  6 12:03:38 2021,1609963418.0362203,1206.538,0.07035207748413086
Wed Jan  6 12:03:39 2021,1609963419.1112728,1206.514,0.07035064697265625
Wed Jan  6 12:03:40 2021,1609963420.1862047,1206.182,0.07033133506774902
Wed Jan  6 12:03:41 2021,1609963421.2614067,1206.567,0.07035374641418457
Wed Jan  6 12:03:42 2021,1609963422.3366039,1206.346,0.07034087181091309
Wed Jan  6 12:03:43 2021,1609963423.4113495,1206.24,0.07033467292785645
Wed Jan  6 12:03:44 2021,1609963424.4864411,1206.428,0.07034564018249512
Wed Jan  6 12:03:45 2021,1609963425.561779,1206.399,0.0703439712524414
Wed Jan  6 12:03:46 2021,1609963426.6371996,1206.17,0.07033061981201172
Wed Jan  6 12:03:47 2021,1609963427.7125041,1206.227,0.07033395767211914
Wed Jan  6 12:03:48 2021,1609963428.7875063,1206.162,0.07033014297485352
Wed Jan  6 12:03:49 2021,1609963429.8630323,1206.227,0.07033395767211914
Wed Jan  6 12:03:50 2021,1609963430.938561,1206.076,0.07032513618469238
Wed Jan  6 12:03:52 2021,1609963432.0141213,1206.162,0.07033014297485352
Wed Jan  6 12:03:53 2021,1609963433.0898056,1206.043,0.07032322883605957
Wed Jan  6 12:03:54 2021,1609963434.1654143,1206.15,0.07032942771911621
Wed Jan  6 12:03:55 2021,1609963435.241049,1205.913,0.07031559944152832
Wed Jan  6 12:03:56 2021,1609963436.315663,1206.146,0.07032918930053711
Wed Jan  6 12:03:57 2021,1609963437.3913395,1206.007,0.07032108306884766
Wed Jan  6 12:03:58 2021,1609963438.46581,1205.937,0.07031702995300293
Wed Jan  6 12:03:59 2021,1609963439.5402741,1205.859,0.0703125
Wed Jan  6 12:04:00 2021,1609963440.6147568,1205.929,0.07031655311584473
Wed Jan  6 12:04:01 2021,1609963441.689292,1205.81,0.07030963897705078
Wed Jan  6 12:04:02 2021,1609963442.7639434,1205.929,0.07031655311584473
Wed Jan  6 12:04:03 2021,1609963443.8384783,1205.737,0.07030534744262695
Wed Jan  6 12:04:04 2021,1609963444.9128993,1205.696,0.07030296325683594
Wed Jan  6 12:04:05 2021,1609963445.9874053,1205.859,0.0703125
Wed Jan  6 12:04:07 2021,1609963447.0619545,1205.876,0.0703134536743164
Wed Jan  6 12:04:08 2021,1609963448.136408,1205.733,0.07030510902404785
Wed Jan  6 12:04:09 2021,1609963449.2111316,1205.696,0.07030296325683594
Wed Jan  6 12:04:10 2021,1609963450.2859116,1205.749,0.07030606269836426
Wed Jan  6 12:04:11 2021,1609963451.360343,1205.749,0.07030606269836426
Wed Jan  6 12:04:12 2021,1609963452.43531,1205.753,0.07030630111694336
Wed Jan  6 12:04:13 2021,1609963453.5101507,1205.692,0.07030272483825684
Wed Jan  6 12:04:14 2021,1609963454.5850754,1205.769,0.07030725479125977
Wed Jan  6 12:04:15 2021,1609963455.6600044,1205.651,0.07030034065246582
Wed Jan  6 12:04:16 2021,1609963456.7343194,1205.504,0.07029175758361816
Wed Jan  6 12:04:17 2021,1609963457.8091843,1205.606,0.0702977180480957
Wed Jan  6 12:04:18 2021,1609963458.883838,1205.406,0.07028603553771973
Wed Jan  6 12:04:19 2021,1609963459.9585416,1205.614,0.0702981948852539
Wed Jan  6 12:04:21 2021,1609963461.0333285,1205.491,0.07029104232788086
Wed Jan  6 12:04:22 2021,1609963462.1079524,1205.393,0.07028532028198242
Wed Jan  6 12:04:23 2021,1609963463.1821692,1205.5,0.07029151916503906
Wed Jan  6 12:04:24 2021,1609963464.2570093,1205.491,0.07029104232788086
Wed Jan  6 12:04:25 2021,1609963465.33142,1205.54,0.07029390335083008
Wed Jan  6 12:04:26 2021,1609963466.4062247,1205.385,0.07028484344482422
Wed Jan  6 12:04:27 2021,1609963467.4808168,1205.512,0.07029223442077637
Wed Jan  6 12:04:28 2021,1609963468.5553126,1205.483,0.07029056549072266
Wed Jan  6 12:04:29 2021,1609963469.6298988,1205.336,0.070281982421875
Wed Jan  6 12:04:30 2021,1609963470.7044058,1205.254,0.07027721405029297
Wed Jan  6 12:04:31 2021,1609963471.7461762,649.007,0.03784298896789551
Wed Jan  6 12:04:32 2021,1609963472.758833,144.526,0.008427143096923828
Wed Jan  6 12:04:33 2021,1609963473.8335304,1205.226,0.07027554512023926
Wed Jan  6 12:04:34 2021,1609963474.8994658,1063.329,0.062001705169677734
Wed Jan  6 12:04:35 2021,1609963475.9736533,1205.082,0.0702672004699707
Wed Jan  6 12:04:37 2021,1609963477.0479138,1205.311,0.07028055191040039
Wed Jan  6 12:04:38 2021,1609963478.1223586,1205.34,0.0702822208404541
Wed Jan  6 12:04:39 2021,1609963479.196779,1205.25,0.07027697563171387
Wed Jan  6 12:04:40 2021,1609963480.2711859,1205.463,0.07028937339782715
Wed Jan  6 12:04:41 2021,1609963481.3456964,1205.344,0.0702824592590332
Wed Jan  6 12:04:42 2021,1609963482.4201503,1205.246,0.07027673721313477
Wed Jan  6 12:04:43 2021,1609963483.4945948,1205.213,0.07027482986450195
Wed Jan  6 12:04:44 2021,1609963484.5050101,103.923,0.0060596466064453125
Wed Jan  6 12:04:45 2021,1609963485.5795648,1205.217,0.07027506828308105
Wed Jan  6 12:04:46 2021,1609963486.6542623,1205.181,0.07027292251586914
Wed Jan  6 12:04:47 2021,1609963487.7288995,1205.377,0.07028436660766602
Wed Jan  6 12:04:48 2021,1609963488.8032582,1205.283,0.07027888298034668
Wed Jan  6 12:04:49 2021,1609963489.8776374,1205.193,0.07027363777160645
Wed Jan  6 12:04:50 2021,1609963490.952306,1205.266,0.07027792930603027
Wed Jan  6 12:04:52 2021,1609963492.027008,1205.34,0.0702822208404541
Wed Jan  6 12:04:53 2021,1609963493.1015046,1205.238,0.07027626037597656
Wed Jan  6 12:04:54 2021,1609963494.1759284,1205.23,0.07027578353881836
Wed Jan  6 12:04:55 2021,1609963495.2504287,1205.168,0.07027220726013184
Wed Jan  6 12:04:56 2021,1609963496.3247924,1205.152,0.07027125358581543
Wed Jan  6 12:04:57 2021,1609963497.3990595,1205.181,0.07027292251586914
Wed Jan  6 12:04:58 2021,1609963498.4731612,1205.058,0.0702657699584961
Wed Jan  6 12:04:59 2021,1609963499.5476203,1205.058,0.0702657699584961
Wed Jan  6 12:05:00 2021,1609963500.622013,1205.156,0.07027149200439453
Wed Jan  6 12:05:01 2021,1609963501.6962876,1204.972,0.07026076316833496
Wed Jan  6 12:05:02 2021,1609963502.7707484,1205.017,0.07026338577270508
Wed Jan  6 12:05:03 2021,1609963503.8452125,1205.029,0.07026410102844238
Wed Jan  6 12:05:04 2021,1609963504.911048,1043.793,0.06086254119873047
Wed Jan  6 12:05:05 2021,1609963505.98545,1204.481,0.07023215293884277
Wed Jan  6 12:05:07 2021,1609963507.0603948,1205.115,0.07026910781860352
Wed Jan  6 12:05:08 2021,1609963508.1350226,1204.993,0.07026195526123047
Wed Jan  6 12:05:09 2021,1609963509.209293,1204.903,0.07025671005249023
Wed Jan  6 12:05:10 2021,1609963510.2834888,1205.107,0.07026863098144531
Wed Jan  6 12:05:11 2021,1609963511.3575814,1204.952,0.07025957107543945
Wed Jan  6 12:05:12 2021,1609963512.4318633,1205.087,0.0702674388885498
Wed Jan  6 12:05:13 2021,1609963513.5061214,1204.841,0.07025313377380371
Wed Jan  6 12:05:14 2021,1609963514.5804532,1204.919,0.07025766372680664
Wed Jan  6 12:05:15 2021,1609963515.6553586,1204.972,0.07026076316833496
Wed Jan  6 12:05:16 2021,1609963516.7297604,1205.005,0.07026267051696777
Wed Jan  6 12:05:17 2021,1609963517.8041584,1204.948,0.07025933265686035
Wed Jan  6 12:05:18 2021,1609963518.844872,626.711,0.03654289245605469
Wed Jan  6 12:05:19 2021,1609963519.9138777,1112.343,0.06485962867736816
Wed Jan  6 12:05:20 2021,1609963520.9880571,1204.96,0.07026004791259766
Wed Jan  6 12:05:22 2021,1609963522.0626829,1204.845,0.07025337219238281
Wed Jan  6 12:05:23 2021,1609963523.1372058,1204.829,0.0702524185180664
Wed Jan  6 12:05:24 2021,1609963524.2115996,1204.972,0.07026076316833496
Wed Jan  6 12:05:25 2021,1609963525.2859738,1204.96,0.07026004791259766
Wed Jan  6 12:05:26 2021,1609963526.3108597,316.671,0.01846480369567871
Wed Jan  6 12:05:27 2021,1609963527.387598,1204.874,0.07025504112243652
Wed Jan  6 12:05:28 2021,1609963528.4642878,1204.907,0.07025694847106934
Wed Jan  6 12:05:29 2021,1609963529.5407572,1204.903,0.07025671005249023
Wed Jan  6 12:05:30 2021,1609963530.6170716,1204.849,0.07025361061096191
Wed Jan  6 12:05:31 2021,1609963531.6930428,1204.813,0.07025146484375
Wed Jan  6 12:05:32 2021,1609963532.7699618,1204.972,0.07026076316833496
Wed Jan  6 12:05:33 2021,1609963533.8467882,1204.882,0.07025551795959473
Wed Jan  6 12:05:34 2021,1609963534.9234393,1204.898,0.07025647163391113
Wed Jan  6 12:05:35 2021,1609963535.9997568,1205.046,0.07026505470275879
Wed Jan  6 12:05:37 2021,1609963537.0756629,1205.013,0.07026314735412598
Wed Jan  6 12:05:38 2021,1609963538.1507967,1204.845,0.07025337219238281
Wed Jan  6 12:05:39 2021,1609963539.208522,910.888,0.05311298370361328
Wed Jan  6 12:05:40 2021,1609963540.2835557,1204.837,0.07025289535522461
Wed Jan  6 12:05:41 2021,1609963541.3586946,1204.796,0.0702505111694336
Wed Jan  6 12:05:42 2021,1609963542.4336607,1204.939,0.07025885581970215
Wed Jan  6 12:05:43 2021,1609963543.5085547,1204.817,0.0702517032623291
Wed Jan  6 12:05:44 2021,1609963544.5189593,101.78,0.005934715270996094
Wed Jan  6 12:05:45 2021,1609963545.5939083,1204.776,0.07024931907653809
Wed Jan  6 12:05:46 2021,1609963546.6687894,1204.759,0.07024836540222168
Wed Jan  6 12:05:47 2021,1609963547.7441006,1204.772,0.07024908065795898
Wed Jan  6 12:05:48 2021,1609963548.818475,1204.796,0.0702505111694336
Wed Jan  6 12:05:49 2021,1609963549.8930078,1204.698,0.07024478912353516
Wed Jan  6 12:05:50 2021,1609963550.9024358,92.249,0.0053789615631103516
Wed Jan  6 12:05:51 2021,1609963551.9770815,1204.882,0.07025551795959473
Wed Jan  6 12:05:53 2021,1609963553.0517612,1204.878,0.07025527954101562
Wed Jan  6 12:05:54 2021,1609963554.1268637,1204.796,0.0702505111694336
Wed Jan  6 12:05:55 2021,1609963555.2016087,1204.825,0.0702521800994873
Wed Jan  6 12:05:56 2021,1609963556.2759776,1204.62,0.07024025917053223
Wed Jan  6 12:05:57 2021,1609963557.3510468,1204.645,0.07024168968200684
Wed Jan  6 12:05:58 2021,1609963558.4259672,1204.772,0.07024908065795898
Wed Jan  6 12:05:59 2021,1609963559.5006838,1204.768,0.07024884223937988
Wed Jan  6 12:06:00 2021,1609963560.5751715,1204.911,0.07025718688964844
Wed Jan  6 12:06:01 2021,1609963561.6502247,1204.747,0.07024765014648438
Wed Jan  6 12:06:02 2021,1609963562.725205,1204.804,0.0702509880065918
Wed Jan  6 12:06:03 2021,1609963563.7997043,1204.6,0.07023906707763672
Wed Jan  6 12:06:04 2021,1609963564.8747323,1204.825,0.0702521800994873
Wed Jan  6 12:06:05 2021,1609963565.9495673,1204.768,0.07024884223937988
Wed Jan  6 12:06:07 2021,1609963567.0244753,1204.694,0.07024455070495605
Wed Jan  6 12:06:08 2021,1609963568.099182,1204.604,0.07023930549621582
Wed Jan  6 12:06:09 2021,1609963569.1736586,1204.759,0.07024836540222168
Wed Jan  6 12:06:10 2021,1609963570.2487,1204.522,0.07023453712463379
Wed Jan  6 12:06:11 2021,1609963571.32362,1204.776,0.07024931907653809
Wed Jan  6 12:06:12 2021,1609963572.3981452,1204.898,0.07025647163391113
Wed Jan  6 12:06:13 2021,1609963573.4726586,1204.661,0.07024264335632324
Wed Jan  6 12:06:14 2021,1609963574.5475788,1204.588,0.07023835182189941
Wed Jan  6 12:06:15 2021,1609963575.6224432,1204.625,0.07024049758911133
Wed Jan  6 12:06:16 2021,1609963576.6974063,1204.686,0.07024407386779785
Wed Jan  6 12:06:17 2021,1609963577.713648,209.207,0.012198686599731445
Wed Jan  6 12:06:18 2021,1609963578.7352703,290.789,0.01695561408996582
Wed Jan  6 12:06:19 2021,1609963579.8101315,1204.747,0.07024765014648438
Wed Jan  6 12:06:20 2021,1609963580.884736,1204.207,0.07021617889404297
Wed Jan  6 12:06:21 2021,1609963581.9596195,1204.338,0.070223808Wed Jan  6 12:16:14 2021,1609964174.2959406,1203.778,0.0701911449432373
Wed Jan  6 12:16:15 2021,1609964175.370777,1203.954,0.07020139694213867
Wed Jan  6 12:16:16 2021,1609964176.4449646,1203.815,0.07019329071044922
Wed Jan  6 12:16:17 2021,1609964177.5191,1203.864,0.07019615173339844
Wed Jan  6 12:16:18 2021,1609964178.592989,1203.766,0.0701904296875
Wed Jan  6 12:16:19 2021,1609964179.6671522,1203.831,0.07019424438476562
Wed Jan  6 12:16:20 2021,1609964180.7412987,1203.893,0.07019782066345215
Wed Jan  6 12:16:21 2021,1609964181.815511,1203.905,0.07019853591918945
Wed Jan  6 12:16:22 2021,1609964182.8897243,1203.925,0.07019972801208496
Wed Jan  6 12:16:23 2021,1609964183.9639554,1203.848,0.07019519805908203
Wed Jan  6 12:16:25 2021,1609964185.0381975,1203.954,0.07020139694213867
Wed Jan  6 12:16:26 2021,1609964186.1124058,1204.06,0.07020759582519531
Wed Jan  6 12:16:27 2021,1609964187.1865969,1203.909,0.07019877433776855
Wed Jan  6 12:16:28 2021,1609964188.2607894,1203.934,0.07020020484924316
Wed Jan  6 12:16:29 2021,1609964189.334982,1203.897,0.07019805908203125
Wed Jan  6 12:16:30 2021,1609964190.4092262,1203.995,0.07020378112792969
Wed Jan  6 12:16:31 2021,1609964191.4834113,1203.925,0.07019972801208496
Wed Jan  6 12:16:32 2021,1609964192.5574548,1203.872,0.07019662857055664
Wed Jan  6 12:16:33 2021,1609964193.6316378,1204.036,0.0702061653137207
Wed Jan  6 12:16:34 2021,1609964194.7057402,1203.958,0.07020163536071777
Wed Jan  6 12:16:35 2021,1609964195.779781,1203.741,0.07018899917602539
Wed Jan  6 12:16:36 2021,1609964196.8539236,1203.966,0.07020211219787598
Wed Jan  6 12:16:37 2021,1609964197.928049,1203.942,0.07020068168640137
Wed Jan  6 12:16:39 2021,1609964199.002123,1203.868,0.07019639015197754
Wed Jan  6 12:16:40 2021,1609964200.0761116,1203.95,0.07020115852355957
Wed Jan  6 12:16:41 2021,1609964201.150001,1204.003,0.07020425796508789
Wed Jan  6 12:16:42 2021,1609964202.223898,1204.04,0.0702064037322998
Wed Jan  6 12:16:43 2021,1609964203.2978945,1203.868,0.07019639015197754
Wed Jan  6 12:16:44 2021,1609964204.3718624,1204.052,0.07020711898803711
Wed Jan  6 12:16:45 2021,1609964205.4459116,1203.987,0.07020330429077148
Wed Jan  6 12:16:46 2021,1609964206.51994,1203.95,0.07020115852355957
Wed Jan  6 12:16:47 2021,1609964207.594058,1203.86,0.07019591331481934
Wed Jan  6 12:16:48 2021,1609964208.6681075,1203.983,0.07020306587219238
Wed Jan  6 12:16:49 2021,1609964209.7422173,1203.95,0.07020115852355957
Wed Jan  6 12:16:50 2021,1609964210.816282,1203.929,0.07019996643066406
Wed Jan  6 12:16:51 2021,1609964211.8903277,1203.946,0.07020092010498047
Wed Jan  6 12:16:52 2021,1609964212.9642868,1203.835,0.07019448280334473
Wed Jan  6 12:16:54 2021,1609964214.0384643,1204.011,0.0702047348022461
Wed Jan  6 12:16:55 2021,1609964215.112513,1203.991,0.07020354270935059
Wed Jan  6 12:16:56 2021,1609964216.1865597,1203.925,0.07019972801208496
Wed Jan  6 12:16:57 2021,1609964217.2605903,1203.934,0.07020020484924316
Wed Jan  6 12:16:58 2021,1609964218.3346586,1204.052,0.07020711898803711
Wed Jan  6 12:16:59 2021,1609964219.4086668,1204.081,0.07020878791809082
Wed Jan  6 12:17:00 2021,1609964220.4827025,1204.015,0.0702049732208252
Wed Jan  6 12:17:01 2021,1609964221.556178,1204.003,0.07020425796508789
Wed Jan  6 12:17:02 2021,1609964222.6302803,1204.028,0.0702056884765625
Wed Jan  6 12:17:03 2021,1609964223.7044325,1204.077,0.07020854949951172
Wed Jan  6 12:17:04 2021,1609964224.7783864,1203.999,0.07020401954650879
Wed Jan  6 12:17:05 2021,1609964225.8524315,1204.142,0.07021236419677734
Wed Jan  6 12:17:06 2021,1609964226.926522,1204.052,0.07020711898803711
Wed Jan  6 12:17:08 2021,1609964228.000666,1204.081,0.07020878791809082
Wed Jan  6 12:17:09 2021,1609964229.0747602,1204.236,0.07021784782409668
Wed Jan  6 12:17:10 2021,1609964230.1488354,1204.195,0.07021546363830566
Wed Jan  6 12:17:11 2021,1609964231.222928,1204.126,0.07021141052246094
Wed Jan  6 12:17:12 2021,1609964232.297056,1204.167,0.07021379470825195
Wed Jan  6 12:17:13 2021,1609964233.3711033,1204.085,0.07020902633666992
Wed Jan  6 12:17:14 2021,1609964234.445183,1204.187,0.07021498680114746
Wed Jan  6 12:17:15 2021,1609964235.5192163,1204.179,0.07021450996398926
Wed Jan  6 12:17:16 2021,1609964236.5933626,1204.232,0.07021760940551758
Wed Jan  6 12:17:17 2021,1609964237.6675596,1204.277,0.0702202320098877
Wed Jan  6 12:17:18 2021,1609964238.7416017,1204.297,0.0702214241027832
Wed Jan  6 12:17:19 2021,1609964239.815564,1204.195,0.07021546363830566
Wed Jan  6 12:17:20 2021,1609964240.8895867,1204.15,0.07021284103393555
Wed Jan  6 12:17:21 2021,1609964241.9636457,1203.966,0.07020211219787598
Wed Jan  6 12:17:23 2021,1609964243.0377805,1204.093,0.07020950317382812
Wed Jan  6 12:17:24 2021,1609964244.1117606,1202.551,0.07011961936950684
Wed Jan  6 12:17:25 2021,1609964245.1854687,1202.662,0.07012605667114258
Wed Jan  6 12:17:26 2021,1609964246.2592392,1202.862,0.07013773918151855
Wed Jan  6 12:17:27 2021,1609964247.3332229,1203.001,0.07014584541320801
Wed Jan  6 12:17:28 2021,1609964248.4073505,1202.744,0.07013082504272461
Wed Jan  6 12:17:29 2021,1609964249.4813902,1203.169,0.07015562057495117
Wed Jan  6 12:17:30 2021,1609964250.5552003,1203.206,0.07015776634216309
Wed Jan  6 12:17:31 2021,1609964251.6289907,1203.349,0.07016611099243164
Wed Jan  6 12:17:32 2021,1609964252.7028792,1203.263,0.07016110420227051
Wed Jan  6 12:17:33 2021,1609964253.776851,1203.386,0.07016825675964355
Wed Jan  6 12:17:34 2021,1609964254.8507745,1203.516,0.0701758861541748
Wed Jan  6 12:17:35 2021,1609964255.9245915,1203.447,0.07017183303833008
Wed Jan  6 12:17:36 2021,1609964256.9984314,1203.61,0.07018136978149414
Wed Jan  6 12:17:38 2021,1609964258.0724096,1203.684,0.07018566131591797
Wed Jan  6 12:17:39 2021,1609964259.146349,1203.778,0.0701911449432373
Wed Jan  6 12:17:40 2021,1609964260.2201126,1203.807,0.07019281387329102
Wed Jan  6 12:17:41 2021,1609964261.294206,1203.905,0.07019853591918945
Wed Jan  6 12:17:42 2021,1609964262.3681493,1203.819,0.07019352912902832
Wed Jan  6 12:17:43 2021,1609964263.4419339,1204.207,0.07021617889404297
Wed Jan  6 12:17:44 2021,1609964264.5159547,1204.126,0.07021141052246094
Wed Jan  6 12:17:45 2021,1609964265.589817,1204.04,0.0702064037322998
Wed Jan  6 12:17:46 2021,1609964266.6638694,1204.06,0.07020759582519531
Wed Jan  6 12:17:47 2021,1609964267.7380073,1204.113,0.07021069526672363
Wed Jan  6 12:17:48 2021,1609964268.8121328,1204.273,0.0702199935913086
Wed Jan  6 12:17:49 2021,1609964269.886229,1204.248,0.07021856307983398
Wed Jan  6 12:17:50 2021,1609964270.9602582,1204.138,0.07021212577819824
Wed Jan  6 12:17:52 2021,1609964272.0342305,1204.191,0.07021522521972656
Wed Jan  6 12:17:53 2021,1609964273.1083944,1204.387,0.07022666931152344
Wed Jan  6 12:17:54 2021,1609964274.1823769,1204.371,0.07022571563720703
Wed Jan  6 12:17:55 2021,1609964275.2563455,1204.33,0.07022333145141602
Wed Jan  6 12:17:56 2021,1609964276.3303864,1204.285,0.0702207088470459
Wed Jan  6 12:17:57 2021,1609964277.4044666,1204.408,0.07022786140441895
Wed Jan  6 12:17:58 2021,1609964278.478329,1204.477,0.07023191452026367
Wed Jan  6 12:17:59 2021,1609964279.5523205,1204.686,0.07024407386779785
Wed Jan  6 12:18:00 2021,1609964280.626393,1204.514,0.07023406028747559
Wed Jan  6 12:18:01 2021,1609964281.7005513,1204.604,0.07023930549621582
Wed Jan  6 12:18:02 2021,1609964282.7747483,1204.633,0.07024097442626953
Wed Jan  6 12:18:03 2021,1609964283.848876,1204.608,0.07023954391479492
Wed Jan  6 12:18:04 2021,1609964284.9229424,1204.755,0.07024812698364258
Wed Jan  6 12:18:05 2021,1609964285.9969614,1204.547,0.0702359676361084
Wed Jan  6 12:18:07 2021,1609964287.071036,1204.616,0.07024002075195312
Wed Jan  6 12:18:08 2021,1609964288.145185,1204.555,0.0702364444732666
Wed Jan  6 12:18:09 2021,1609964289.2192676,1204.653,0.07024216651916504
Wed Jan  6 12:18:10 2021,1609964290.2932847,1204.719,0.07024598121643066
Wed Jan  6 12:18:11 2021,1609964291.3673866,1204.678,0.07024359703063965
Wed Jan  6 12:18:12 2021,1609964292.441525,1204.69,0.07024431228637695
Wed Jan  6 12:18:13 2021,1609964293.5156162,1204.731,0.07024669647216797
Wed Jan  6 12:18:14 2021,1609964294.5897684,1204.641,0.07024145126342773
Wed Jan  6 12:18:15 2021,1609964295.6637368,1204.727,0.07024645805358887
Wed Jan  6 12:18:16 2021,1609964296.7378187,1204.698,0.07024478912353516
Wed Jan  6 12:18:17 2021,1609964297.811914,1204.645,0.07024168968200684
Wed Jan  6 12:18:18 2021,1609964298.8858001,1204.678,0.07024359703063965
Wed Jan  6 12:18:19 2021,1609964299.9599843,1204.723,0.07024621963500977
Wed Jan  6 12:18:21 2021,1609964301.0341375,1204.739,0.07024717330932617
Wed Jan  6 12:18:22 2021,1609964302.1082277,1204.412,0.07022809982299805
Wed Jan  6 12:18:23 2021,1609964303.1823785,1204.702,0.07024502754211426
Wed Jan  6 12:18:24 2021,1609964304.2564874,1204.674,0.07024335861206055
Wed Jan  6 12:18:25 2021,1609964305.3305373,1204.522,0.07023453712463379
Wed Jan  6 12:18:26 2021,1609964306.404693,1204.584,0.07023811340332031
Wed Jan  6 12:18:27 2021,1609964307.4788165,1204.649,0.07024192810058594
Wed Jan  6 12:18:28 2021,1609964308.5532687,1205.921,0.07031607627868652
Wed Jan  6 12:18:29 2021,1609964309.627576,1205.953,0.07031798362731934
Wed Jan  6 12:18:30 2021,1609964310.7016857,1205.9,0.07031488418579102
Wed Jan  6 12:18:31 2021,1609964311.7757955,1205.855,0.0703122615814209
Wed Jan  6 12:18:32 2021,1609964312.8500729,1205.802,0.07030916213989258
Wed Jan  6 12:18:33 2021,1609964313.9244635,1205.761,0.07030677795410156
Wed Jan  6 12:18:34 2021,1609964314.9987023,1205.962,0.07031846046447754
Wed Jan  6 12:18:36 2021,1609964316.0730112,1205.745,0.07030582427978516
Wed Jan  6 12:18:37 2021,1609964317.1474068,1205.716,0.07030415534973145
Wed Jan  6 12:18:38 2021,1609964318.2218077,1205.438,0.07028794288635254
Wed Jan  6 12:18:39 2021,1609964319.2959507,1205.299,0.07027983665466309
Wed Jan  6 12:18:40 2021,1609964320.3700755,1205.671,0.07030153274536133
Wed Jan  6 12:18:41 2021,1609964321.4445028,1205.066,0.0702662467956543
Wed Jan  6 12:18:42 2021,1609964322.5189643,1205.528,0.07029318809509277
Wed Jan  6 12:18:43 2021,1609964323.5932727,1205.545,0.07029414176940918
Wed Jan  6 12:18:44 2021,1609964324.6675334,1205.663,0.07030105590820312
Wed Jan  6 12:18:45 2021,1609964325.7417436,1205.532,0.07029342651367188
Wed Jan  6 12:18:46 2021,1609964326.8160865,1205.471,0.07028985023498535
Wed Jan  6 12:18:47 2021,1609964327.8904436,1205.475,0.07029008865356445
Wed Jan  6 12:18:48 2021,1609964328.9644296,1205.446,0.07028841972351074
Wed Jan  6 12:18:50 2021,1609964330.0387118,1205.446,0.07028841972351074
Wed Jan  6 12:18:51 2021,1609964331.1129446,1205.418,0.07028675079345703
Wed Jan  6 12:18:52 2021,1609964332.1872456,1205.59,0.0702967643737793
Wed Jan  6 12:18:53 2021,1609964333.2616024,1205.471,0.07028985023498535
Wed Jan  6 12:18:54 2021,1609964334.3358378,1205.434,0.07028770446777344
Wed Jan  6 12:18:55 2021,1609964335.409971,1205.455,0.07028889656066895
Wed Jan  6 12:18:56 2021,1609964336.4842038,1205.483,0.07029056549072266
Wed Jan  6 12:18:57 2021,1609964337.558544,1205.271,0.07027816772460938
Wed Jan  6 12:18:58 2021,1609964338.632757,1205.348,0.0702826976776123
Wed Jan  6 12:18:59 2021,1609964339.706943,1205.217,0.07027506828308105
Wed Jan  6 12:19:00 2021,1609964340.781017,1205.177,0.07027268409729004
